"","Brand","Year","Price","Odometer","Fuel","Seller_Type","Transmission","Owner"
"2835","Maruti",2019,240000,5000,"Petrol","Individual","Manual","First Owner"
"2836","Hyundai",2016,350000,12000,"Petrol","Individual","Manual","First Owner"
"2837","Ford",2016,650000,81595,"Diesel","Dealer","Manual","First Owner"
"2838","Hyundai",2005,71000,22000,"Petrol","Individual","Manual","First Owner"
"2839","Maruti",2015,400000,40000,"Petrol","Individual","Manual","First Owner"
"2840","Maruti",2008,130000,40000,"Petrol","Individual","Manual","Second Owner"
"2841","Mahindra",2013,300000,70000,"Diesel",NA,"Manual","Second Owner"
"2842","Nissan",2019,1100000,4000,"Diesel","Individual","Manual","First Owner"
"2843","BMW",2015,2200000,24000,"Diesel","Individual","Automatic","First Owner"
"2844","Honda",2018,800000,13500,"Petrol","Dealer","Manual","First Owner"
"2845","Maruti",2013,490000,40000,"Diesel","Individual","Manual","First Owner"
"2846","Honda",2018,836000,9700,"Petrol","Dealer","Manual","First Owner"
"2847","Volkswagen",2012,375000,62000,"Petrol","Individual","Manual",NA
"2848","Honda",2016,1249000,24000,"Diesel","Dealer","Manual","First Owner"
"2849","Honda",2019,1240000,13000,"Diesel","Dealer","Manual","First Owner"
"2850","Tata",2009,35000,50000,"Petrol","Individual","Manual","Third Owner"
"2851","Honda",2017,1068000,36000,"Petrol","Dealer","Manual","First Owner"
"2852","Honda",2017,1189000,40000,"Diesel","Dealer","Manual","First Owner"
"2853","Hyundai",2018,700000,27000,"Petrol","Individual","Manual","First Owner"
"2854","Maruti",2016,350000,40000,"Petrol","Individual","Manual","First Owner"
"2855","Hyundai",2009,254999,80000,"Petrol","Individual","Manual","Second Owner"
"2856","Mahindra",NA,229999,221000,"Diesel","Individual","Manual","Third Owner"
"2857","Hyundai",2016,750000,80000,"Diesel","Individual","Manual","First Owner"
"2858","Maruti",2012,325000,119000,"Diesel",NA,"Manual","Second Owner"
"2859","Toyota",2009,760000,190000,"Diesel","Individual","Manual","Second Owner"
"2860","Maruti",2017,509999,25000,"Petrol","Individual","Automatic","First Owner"
"2861","Nissan",2013,363000,28740,"Petrol","Individual","Manual","First Owner"
"2862","Maruti",2010,229999,48500,"Petrol","Individual","Manual","First Owner"
"2863","Nissan",2012,290000,110000,"Petrol","Individual","Manual","Second Owner"
"2864","Maruti",2018,550000,30000,"Petrol","Individual","Manual","First Owner"
"2865","Tata",2011,125000,120000,"Diesel","Individual","Manual","Second Owner"
"2866","Volvo",2014,2000000,130000,"Diesel","Individual","Automatic","First Owner"
"2867","Toyota",2008,350000,140000,"Diesel","Individual","Manual","Second Owner"
"2868","Hyundai",2011,390000,90000,"Diesel","Individual","Manual","First Owner"
"2869","Maruti",2010,260000,50000,"Petrol","Individual","Manual","First Owner"
"2870","Maruti",2008,150000,50000,"Petrol","Individual","Manual","Second Owner"
"2871","Maruti",2006,85000,60000,"Petrol","Individual","Manual","Second Owner"
"2872","Maruti",2015,280000,15000,"Petrol","Individual","Manual","Second Owner"
"2873","Maruti",2015,220000,45000,"Petrol","Individual","Manual","First Owner"
"2874","Hyundai",2005,140000,80000,"Petrol","Individual","Manual","Third Owner"
"2875","Maruti",2018,370000,15000,"Petrol","Individual","Automatic","First Owner"
"2876","Maruti",2019,650000,20000,"Diesel","Individual","Manual","First Owner"
"2877","Maruti",2017,280000,37000,"Petrol","Individual","Manual","First Owner"
"2878","Maruti",2016,540000,80000,"Diesel","Individual","Manual","First Owner"
"2879","Ambassador",2002,50000,120000,"Diesel","Individual","Manual","Fourth & Above Owner"
"2880","Maruti",2018,800000,20000,"Petrol","Individual","Manual","First Owner"
"2881","Ford",2016,515000,25000,"Diesel","Individual","Manual","First Owner"
"2882",NA,2010,220000,96000,"Petrol","Individual","Manual","Third Owner"
"2883","Hyundai",2014,525000,54000,"Petrol","Dealer","Manual","Second Owner"
"2884","Chevrolet",2013,165000,53000,"Petrol","Dealer","Manual","First Owner"
"2885","Fiat",2010,221000,65000,"Diesel","Dealer","Manual","First Owner"
"2886","Chevrolet",2015,245000,43000,"Petrol","Dealer","Manual","First Owner"
"2887","Ford",2012,260000,42000,"Petrol","Dealer","Manual","First Owner"
"2888","Skoda",2011,550000,73000,"Diesel","Dealer","Automatic","First Owner"
"2889","Hyundai",2015,434999,29000,"Petrol","Dealer","Manual","First Owner"
"2890","Tata",2013,450000,95000,"Diesel","Dealer","Manual","First Owner"
"2891","Chevrolet",2014,290000,25000,"Petrol","Individual","Manual","First Owner"
"2892","Volkswagen",2011,305000,53000,"Petrol","Dealer","Manual","Second Owner"
"2893","Ford",2011,265000,20000,"Petrol","Dealer","Manual","First Owner"
"2894",NA,2014,325000,57000,"Petrol","Dealer","Manual","First Owner"
"2895","Chevrolet",2014,550000,52000,"Diesel","Dealer","Manual","First Owner"
"2896","Maruti",2008,105000,40000,"Petrol","Individual","Manual","First Owner"
"2897","Honda",2012,275000,47000,"Petrol","Dealer","Manual","First Owner"
"2898","Honda",2012,434999,47000,"Petrol","Dealer","Manual","Second Owner"
"2899","Hyundai",2016,690000,73000,"Diesel","Dealer","Manual","First Owner"
"2900","Honda",2012,249000,42000,"Petrol","Dealer","Manual","Second Owner"
"2901","Hyundai",2012,204999,60000,"Petrol","Dealer","Manual","Third Owner"
"2902","Chevrolet",2012,200000,50000,"Diesel","Individual","Manual","First Owner"
"2903","Maruti",2015,190000,120000,"Petrol","Individual","Manual","First Owner"
"2904","Maruti",2012,150000,50000,"Petrol","Individual","Manual","First Owner"
"2905","Maruti",1999,70000,70000,"Petrol","Individual","Manual",NA
"2906","Mahindra",2018,900000,25000,"Diesel","Individual","Manual","First Owner"
"2907","Maruti",2019,950000,11000,"Petrol","Individual","Automatic","First Owner"
"2908","Maruti",2013,475000,80000,"Petrol","Individual","Manual","First Owner"
"2909","Maruti",1998,55000,80000,"Petrol","Individual","Manual","Fourth & Above Owner"
"2910","Ford",2013,450000,75000,"Diesel","Individual","Manual","Second Owner"
"2911","BMW",2009,1200000,45000,"Diesel","Individual","Automatic","Third Owner"
"2912","Mahindra",2007,300000,100000,"Diesel","Individual","Manual","Second Owner"
"2913","Honda",2014,350000,60000,"Diesel","Individual","Manual","Second Owner"
"2914","Tata",2011,229999,160000,"Diesel","Individual","Manual","Second Owner"
"2915","Hyundai",2015,821000,50000,"Petrol","Individual","Manual","First Owner"
"2916","Maruti",2014,200000,80000,"Petrol","Individual","Manual","Second Owner"
"2917","Mahindra",2017,1000000,60000,"Diesel","Individual","Manual","Second Owner"
"2918","Maruti",2016,220000,60000,"Petrol","Individual","Manual","Second Owner"
"2919","Ford",2015,459999,148620,"Diesel","Dealer","Manual","First Owner"
"2920","Maruti",2012,310000,70000,"Diesel","Individual","Manual","Second Owner"
"2921","Hyundai",2018,815000,42000,"Diesel","Individual","Manual","First Owner"
"2922","Hyundai",2017,1200000,40000,"Diesel","Individual","Manual","First Owner"
"2923","Chevrolet",2011,170000,150000,"Diesel","Individual","Manual","Second Owner"
"2924","Maruti",2017,1000000,30000,"Diesel","Individual","Manual","First Owner"
"2925","Hyundai",2010,155000,90000,"Petrol","Individual","Manual","Fourth & Above Owner"
"2926","Mahindra",2017,400000,120000,"Diesel","Individual","Manual","First Owner"
"2927","Mahindra",2016,400000,80000,"Diesel","Individual","Manual","Second Owner"
"2928","Tata",2010,250000,80000,"Diesel","Individual","Manual","Second Owner"
"2929","Tata",2008,150000,50000,"Petrol","Individual","Manual","Third Owner"
"2930","Hyundai",2002,80000,70000,"Petrol","Individual","Manual","Second Owner"
"2931","Maruti",2009,130000,120000,"Petrol","Individual","Automatic","Second Owner"
"2932","Volkswagen",2014,325000,70000,"Diesel","Individual","Automatic","First Owner"
"2933","Volkswagen",2012,735000,55300,"Diesel","Dealer","Automatic","First Owner"
"2934","Tata",2012,285000,NA,"Diesel","Dealer","Manual","First Owner"
"2935","Honda",2010,350000,48781,"Petrol","Dealer","Manual","First Owner"
"2936","Volkswagen",2010,290000,87620,"Diesel","Dealer","Automatic","First Owner"
"2937","Volkswagen",2017,890000,40219,"Diesel","Dealer","Automatic","First Owner"
"2938","Honda",2011,385000,11473,"Petrol","Dealer","Manual","First Owner"
"2939","Maruti",2017,425000,8352,"Petrol","Dealer","Manual","First Owner"
"2940","Maruti",2017,525000,9745,"Petrol","Dealer","Automatic","First Owner"
"2941","Hyundai",2017,550000,9748,"Petrol","Dealer",NA,"First Owner"
"2942","Volkswagen",2012,271000,49000,"Petrol","Dealer","Manual","First Owner"
"2943","Hyundai",2018,1490000,20694,"Diesel","Dealer","Manual","First Owner"
"2944","Hyundai",NA,490000,31080,"Petrol","Dealer","Manual","First Owner"
"2945","Hyundai",2014,260000,37605,"Petrol","Dealer","Manual","First Owner"
"2946","Hyundai",2014,455000,55850,"Diesel","Dealer","Manual","First Owner"
"2947","Tata",2010,75000,58850,"Petrol","Dealer","Manual","First Owner"
"2948","Toyota",2015,421000,23839,"Petrol","Dealer","Manual","First Owner"
"2949","Maruti",2016,550000,54000,"Diesel","Dealer","Manual","First Owner"
"2950","Hyundai",2013,330000,38000,"Petrol","Dealer","Automatic","First Owner"
"2951","Volkswagen",2012,390000,45454,"Diesel","Dealer","Manual","First Owner"
"2952","Skoda",2015,599000,46957,"Diesel","Dealer","Automatic","First Owner"
"2953","Hyundai",2019,738000,8000,"Petrol","Individual","Automatic","First Owner"
"2954","Maruti",2016,300000,30000,"Petrol","Individual","Manual","First Owner"
"2955","Tata",2012,150000,110000,"Diesel","Individual","Manual","First Owner"
"2956","Toyota",2007,440000,223000,"Diesel","Individual","Manual","Fourth & Above Owner"
"2957","Volkswagen",2011,280000,110000,"Diesel","Individual","Manual","First Owner"
"2958","Hyundai",2006,100000,120000,"Petrol","Individual","Manual","Second Owner"
"2959","Maruti",2008,150000,100000,"Petrol","Individual",NA,"Second Owner"
"2960","Maruti",2014,380000,100000,"Diesel","Individual","Manual","Second Owner"
"2961","Maruti",2006,90000,60000,"Petrol","Individual","Manual","Second Owner"
"2962","Mahindra",2008,300000,270000,"Diesel","Individual","Manual","Third Owner"
"2963","Skoda",2011,275000,60000,"Diesel","Individual","Manual","Second Owner"
"2964","Maruti",2009,180000,41090,"Petrol","Individual","Manual","First Owner"
"2965","Maruti",2012,225000,296823,"Diesel","Individual","Manual","First Owner"
"2966","Maruti",2014,200000,40000,"Petrol","Individual","Manual","First Owner"
"2967","Toyota",2011,500000,40000,"Petrol","Individual","Manual","Second Owner"
"2968","Ford",2010,300000,70000,"Petrol","Individual","Manual","Second Owner"
"2969","Hyundai",2015,765000,80000,"Diesel","Individual","Manual","Second Owner"
"2970","Maruti",2017,650000,90000,"Diesel","Individual","Manual","First Owner"
"2971","Maruti",2017,380000,19000,"Petrol",NA,"Manual","First Owner"
"2972","Maruti",2014,480000,110000,"Diesel","Individual","Manual","Second Owner"
"2973","Mahindra",1996,200000,60000,"Diesel","Individual","Manual","First Owner"
"2974","Maruti",2017,380000,19000,"Petrol","Individual","Manual","First Owner"
"2975","Maruti",2010,145000,68000,"CNG","Individual","Manual","Second Owner"
"2976","Maruti",2011,280000,120000,"Diesel","Individual","Manual","Second Owner"
"2977","Maruti",2014,254999,30000,"Diesel","Individual","Manual","First Owner"
"2978","Tata",2016,300000,90000,"Petrol","Individual","Manual","Second Owner"
"2979","Maruti",2015,480000,140000,"Diesel","Individual","Manual","Third Owner"
"2980","Skoda",2017,850000,44500,"Petrol","Individual","Automatic","First Owner"
"2981","Hyundai",2014,350000,52000,"Diesel","Individual","Manual","Second Owner"
"2982","Hyundai",2016,650000,26000,"Petrol","Individual","Manual","First Owner"
"2983","Hyundai",2016,650000,26000,"Petrol","Individual","Manual","First Owner"
"2984","Tata",2007,550000,80000,"Petrol","Individual","Manual","Second Owner"
"2985","Maruti",2015,300000,35000,"Petrol","Individual","Manual","First Owner"
"2986",NA,2008,150000,60000,"Petrol","Individual","Manual","Second Owner"
"2987","Hyundai",2014,NA,120000,"Petrol","Individual","Manual","First Owner"
"2988","Hyundai",2004,80000,58000,"Petrol","Individual","Manual","First Owner"
"2989","Tata",2014,200000,100000,"Diesel","Individual","Manual","First Owner"
"2990","Hyundai",2016,220000,43700,"Petrol","Individual","Manual","First Owner"
"2991","Tata",2009,68000,NA,"Petrol","Individual","Manual","Second Owner"
"2992","Tata",2011,180000,80000,"Diesel","Individual","Manual","Third Owner"
"2993","Hyundai",2017,290000,20000,"Petrol","Individual","Manual","First Owner"
"2994","Maruti",2018,300000,25000,"Petrol","Individual","Manual","First Owner"
"2995","Honda",2014,600000,27483,"Diesel","Dealer","Manual","First Owner"
"2996","Maruti",2019,470000,8000,"Petrol",NA,"Manual","First Owner"
"2997","Hyundai",2008,150000,30000,"Petrol","Individual","Manual","First Owner"
"2998","Maruti",2017,400000,30000,"Petrol","Individual","Manual","First Owner"
"2999","Ford",2009,110000,100000,"Diesel","Individual","Manual","Fourth & Above Owner"
"3000","Maruti",2014,180000,56207,"Petrol","Dealer","Manual","Second Owner"
"3001","Hyundai",2010,250000,40000,"Petrol","Individual","Manual","First Owner"
"3002","Maruti",2006,80000,70000,"Petrol","Individual","Manual","First Owner"
"3003","Honda",2018,875000,1440,"Petrol","Individual","Manual","First Owner"
"3004","Hyundai",2015,425000,12000,"Petrol","Individual","Manual","First Owner"
"3005","Maruti",2019,300000,50000,"Petrol","Individual","Manual","First Owner"
"3006","Honda",2016,700000,35000,"Diesel","Individual","Manual","First Owner"
"3007","Maruti",2010,130000,50000,"Petrol","Individual","Manual","Second Owner"
"3008","Maruti",NA,1000000,60000,"Diesel","Individual","Manual","Second Owner"
"3009","Maruti",2017,650000,NA,"Diesel","Individual","Manual","First Owner"
"3010","Renault",2013,400000,100000,"Petrol","Individual","Manual","Second Owner"
"3011","Mahindra",2017,800000,60000,"Diesel","Individual","Manual","First Owner"
"3012","Mahindra",2017,675000,70000,"Diesel","Individual","Manual","First Owner"
"3013","Maruti",2017,210000,50000,"Petrol","Individual","Manual","Fourth & Above Owner"
"3014","Tata",2009,150000,120000,"Diesel","Individual","Manual","Third Owner"
"3015","Maruti",2007,45000,100000,"CNG","Individual","Manual","Fourth & Above Owner"
"3016","Hyundai",2015,516000,90000,"Petrol","Individual","Manual","First Owner"
"3017",NA,2014,450000,80000,"Petrol","Individual","Manual","First Owner"
"3018","Chevrolet",2012,134000,90000,"Petrol","Individual","Manual","Second Owner"
"3019","Toyota",2014,509999,157000,"Diesel","Individual","Manual","Second Owner"
"3020","Volkswagen",2016,500000,20000,"Petrol","Individual","Manual","First Owner"
"3021","Maruti",2008,130000,80000,"Petrol","Individual","Manual","Fourth & Above Owner"
"3022","Maruti",2015,575000,60000,"Diesel","Individual","Manual","First Owner"
"3023","Hyundai",2015,550000,49000,"Petrol","Individual","Manual","First Owner"
"3024","Tata",2009,145000,89255,"Diesel","Individual","Manual","First Owner"
"3025","Maruti",2020,347000,5000,"Petrol","Individual","Manual","First Owner"
"3026","Tata",2013,275000,110000,"Diesel","Individual","Manual","First Owner"
"3027","Toyota",2010,630000,200000,"Diesel","Individual","Manual","Third Owner"
"3028","Chevrolet",2012,160000,90000,"Diesel",NA,"Manual","Second Owner"
"3029","Fiat",2010,150000,63000,"Diesel","Individual","Manual","Third Owner"
"3030","Honda",2015,550000,23000,"Petrol","Individual","Manual","First Owner"
"3031","Mahindra",2013,349000,100000,"Diesel","Individual","Manual","First Owner"
"3032","Mahindra",2004,229999,168000,"Diesel","Individual","Manual","Fourth & Above Owner"
"3033","Tata",2008,110000,90000,NA,"Individual","Manual","Third Owner"
"3034","Maruti",2008,110000,70000,"Petrol","Individual","Manual","Third Owner"
"3035","Renault",2018,245000,5550,"Petrol","Individual","Manual","Second Owner"
"3036","Maruti",2014,180000,100000,"Petrol","Individual","Manual","Second Owner"
"3037","Maruti",2014,290000,80000,"Petrol","Individual","Manual","Second Owner"
"3038","Hyundai",2010,250000,40000,"Petrol","Individual","Manual","First Owner"
"3039","Tata",2010,150000,100000,"Diesel","Individual","Manual","First Owner"
"3040","Maruti",2004,55000,35000,NA,"Individual","Manual","Third Owner"
"3041","Skoda",2006,500000,75000,"Diesel","Individual","Manual","Second Owner"
"3042","Mahindra",2013,290000,150000,"Diesel","Individual","Manual","Fourth & Above Owner"
